5000000, 1, 0.964364, 0.258500
5000000, 2, 0.241437, 0.239383
5000000, 3, 0.242555, 0.235695
5000000, 4, 0.236370, 0.256075
5000000, 5, 0.248693, 0.238105
5000000, 6, 0.244878, 0.245307
5000000, 7, 0.238016, 0.237453
5000000, 8, 0.243105, 0.237728
5000000, 9, 0.241272, 0.238335
5000000, 10, 0.231395, 0.226990
5000000, 11, 0.240526, 0.237163
5000000, 12, 0.245319, 0.259187
5000000, 13, 0.259256, 0.235069
5000000, 14, 0.232331, 0.241105
5000000, 15, 0.236827, 0.238500
5000000, 16, 0.239993, 0.238821
5000000, 17, 0.239187, 0.240993
5000000, 18, 0.240405, 0.237885
5000000, 19, 0.239629, 0.244546
5000000, 20, 0.241163, 0.247109
5000000, 21, 0.243632, 0.242628
5000000, 22, 0.240742, 0.239874
5000000, 23, 0.245888, 0.244738
5000000, 24, 0.243290, 0.240991
5000000, 25, 0.242549, 0.244047
5000000, 26, 0.245119, 0.254005
5000000, 27, 0.240393, 0.245915
5000000, 28, 0.244105, 0.243566
5000000, 29, 0.243516, 0.241942
5000000, 30, 0.239294, 0.243053
5000000, 31, 0.238105, 0.246229
5000000, 32, 0.244548, 0.233225
5000000, 33, 0.240320, 0.236275
5000000, 34, 0.239140, 0.238583
5000000, 35, 0.231220, 0.241301
5000000, 36, 0.239408, 0.245443
5000000, 37, 0.235010, 0.239863
5000000, 38, 0.239384, 0.237788
5000000, 39, 0.238763, 0.235863
5000000, 40, 0.238675, 0.238099
5000000, 41, 0.239492, 0.238659
5000000, 42, 0.235093, 0.244024
5000000, 43, 0.238883, 0.237988
5000000, 44, 0.237483, 0.239716
5000000, 45, 0.246406, 0.232406
5000000, 46, 0.237678, 0.244358
5000000, 47, 0.241141, 0.242472
5000000, 48, 0.237290, 0.240207
5000000, 49, 0.238989, 0.236786
5000000, 50, 0.241603, 0.240719
5000000, 51, 0.233600, 0.242846
5000000, 52, 0.237401, 0.247179
5000000, 53, 0.235907, 0.230535
5000000, 54, 0.236138, 0.237042
5000000, 55, 0.249611, 0.242134
5000000, 56, 0.233897, 0.248838
5000000, 57, 0.258697, 0.265713
5000000, 58, 0.247358, 0.246813
5000000, 59, 0.243103, 0.261225
5000000, 60, 0.269916, 0.260825
5000000, 61, 0.240215, 0.243684
5000000, 62, 0.270038, 0.257551
5000000, 63, 0.256463, 0.249418
5000000, 64, 0.241987, 0.238353
5000000, 65, 0.252316, 0.273259
5000000, 66, 0.260957, 0.246439
5000000, 67, 0.240355, 0.242083
5000000, 68, 0.233914, 0.248111
5000000, 69, 0.304254, 0.258427
5000000, 70, 0.239597, 0.243310
5000000, 71, 0.248789, 0.269085
5000000, 72, 0.258072, 0.252488
5000000, 73, 0.280094, 0.262726
5000000, 74, 0.270559, 0.267027
5000000, 75, 0.273865, 0.259012
5000000, 76, 0.249168, 0.260813
5000000, 77, 0.248228, 0.271927
5000000, 78, 0.241661, 0.267322
5000000, 79, 0.244182, 0.249350
5000000, 80, 0.257207, 0.242070
5000000, 81, 0.258339, 0.254720
5000000, 82, 0.266457, 0.262948
5000000, 83, 0.258001, 0.242331
5000000, 84, 0.253933, 0.258863
5000000, 85, 0.255864, 0.242408
5000000, 86, 0.261732, 0.248973
5000000, 87, 0.258551, 0.252136
5000000, 88, 0.249343, 0.253073
5000000, 89, 0.247462, 0.248686
5000000, 90, 0.239308, 0.245988
5000000, 91, 0.237050, 0.246400
5000000, 92, 0.248762, 0.238656
5000000, 93, 0.250220, 0.241227
5000000, 94, 0.244195, 0.241144
5000000, 95, 0.240952, 0.247835
5000000, 96, 0.245931, 0.233738
5000000, 97, 0.257803, 0.252193
5000000, 98, 0.247547, 0.261481
5000000, 99, 0.245399, 0.259940
5000000, 100, 0.247475, 0.255674
5000000, 101, 0.245758, 0.247665
10000000, 1, 2.037310, 0.513953
10000000, 2, 0.514768, 0.507960
10000000, 3, 0.514384, 0.525385
10000000, 4, 0.503501, 0.499175
10000000, 5, 0.493501, 0.510436
10000000, 6, 0.511116, 0.511662
10000000, 7, 0.505759, 0.501224
10000000, 8, 0.487089, 0.499658
10000000, 9, 0.515264, 0.527550
10000000, 10, 0.539957, 0.525136
10000000, 11, 0.505033, 0.495502
10000000, 12, 0.495641, 0.511483
10000000, 13, 0.514572, 0.538922
10000000, 14, 0.588123, 0.519726
10000000, 15, 0.533165, 0.527417
10000000, 16, 0.546230, 0.522487
10000000, 17, 0.510497, 0.512363
10000000, 18, 0.540101, 0.534723
10000000, 19, 0.543411, 0.539684
10000000, 20, 0.562523, 0.492426
10000000, 21, 0.539915, 0.540239
10000000, 22, 0.532365, 0.528521
10000000, 23, 0.617653, 0.525625
10000000, 24, 0.562993, 0.511417
10000000, 25, 0.509608, 0.510519
10000000, 26, 0.501724, 0.494937
10000000, 27, 0.506289, 0.529762
10000000, 28, 0.519979, 0.515329
10000000, 29, 0.538324, 0.535228
10000000, 30, 0.512558, 0.536864
10000000, 31, 0.533032, 0.512891
10000000, 32, 0.548235, 0.584188
10000000, 33, 0.540753, 0.503112
10000000, 34, 0.510271, 0.496728
10000000, 35, 0.485734, 0.501068
10000000, 36, 0.502723, 0.497199
10000000, 37, 0.484360, 0.501248
10000000, 38, 0.494384, 0.493483
10000000, 39, 0.498852, 0.495815
