5000000, 1, 2.554450, 3.843439, 4.283584, 5.831980
5000000, 2, 1.944024, 3.492854, 4.390358, 4.055694
5000000, 3, 2.608910, 3.939239, 3.858078, 4.310232
5000000, 4, 2.599831, 3.508032, 3.960907, 4.107748
5000000, 5, 2.620758, 3.478533, 5.445472, 4.136834
5000000, 6, 2.635646, 3.602296, 4.126097, 4.148607
5000000, 7, 2.605327, 3.677541, 5.983716, 4.373415
5000000, 8, 2.708482, 7.050258, 3.980451, 4.219181
5000000, 9, 2.636145, 3.526530, 3.929072, 4.764324
5000000, 10, 2.570975, 3.884239, 3.899523, 4.251359
5000000, 11, 2.631326, 3.545408, 4.085352, 4.158341
5000000, 12, 2.643294, 3.733151, 3.965870, 4.033748
5000000, 13, 2.604621, 3.373055, 3.776212, 4.489226
5000000, 14, 2.638598, 3.600940, 4.056802, 4.419347
5000000, 15, 2.603140, 3.489571, 4.209139, 4.233630
5000000, 16, 2.671755, 3.847693, 3.876898, 4.042374
5000000, 17, 2.565762, 3.606267, 3.934447, 4.241455
5000000, 18, 2.675814, 3.887535, 4.065018, 4.268249
5000000, 19, 2.647160, 4.071266, 3.953671, 4.210549
5000000, 20, 2.684991, 3.621676, 3.919595, 4.454583
5000000, 21, 2.611686, 3.549772, 4.099183, 4.680634
5000000, 22, 2.572737, 3.544455, 4.078109, 4.108953
5000000, 23, 2.640013, 3.675151, 3.962065, 4.179317
5000000, 24, 2.631631, 3.609491, 3.921680, 4.574351
5000000, 25, 2.637673, 3.534416, 3.897001, 4.386004
5000000, 26, 2.631146, 3.504529, 3.931829, 4.098011
5000000, 27, 2.600947, 3.766461, 4.005798, 4.962513
5000000, 28, 2.602711, 3.548281, 4.446056, 4.308442
5000000, 29, 2.621177, 3.522231, 4.300748, 4.175186
5000000, 30, 2.622063, 3.923645, 4.121279, 4.851474
5000000, 31, 2.536073, 3.587079, 3.891537, 4.771148
5000000, 32, 2.571862, 3.615752, 4.481849, 4.277670
5000000, 33, 2.614990, 3.499137, 4.130703, 4.206267
5000000, 34, 2.634999, 3.628836, 4.200800, 4.241827
5000000, 35, 2.648036, 3.581693, 4.270157, 4.315419
5000000, 36, 2.633995, 3.711816, 4.223713, 4.157301
5000000, 37, 2.599431, 3.742754, 3.880758, 4.159114
5000000, 38, 2.635005, 3.517520, 4.130878, 4.175457
5000000, 39, 2.618230, 3.526881, 3.991394, 4.318715
5000000, 40, 2.642216, 3.725670, 4.146297, 4.153628
5000000, 41, 2.596643, 3.485603, 4.230502, 4.139349
5000000, 42, 2.614848, 3.397750, 3.975395, 4.599394
5000000, 43, 2.594331, 3.622741, 4.205579, 4.164773
5000000, 44, 2.629248, 3.940445, 3.991064, 4.576988
5000000, 45, 2.651684, 3.668588, 4.295496, 4.328296
5000000, 46, 2.615805, 3.967347, 4.001921, 4.268763
5000000, 47, 2.640634, 4.118833, 3.857300, 4.308215
5000000, 48, 2.618542, 3.848752, 4.020414, 4.433073
5000000, 49, 2.627064, 3.791691, 3.781916, 4.020086
5000000, 50, 2.609018, 3.501748, 4.225765, 4.395019
5000000, 51, 2.633723, 3.484047, 3.903171, 4.080073
5000000, 52, 2.605604, 3.624371, 4.240275, 4.295778
5000000, 53, 2.640289, 3.548835, 4.055692, 4.804383
5000000, 54, 2.607753, 3.499346, 3.819737, 4.162293
5000000, 55, 2.623245, 3.394823, 4.280932, 4.399170
5000000, 56, 2.616522, 3.621456, 3.945673, 4.306301
5000000, 57, 2.627810, 3.512897, 3.987547, 4.168446
5000000, 58, 2.604047, 3.575357, 3.974460, 4.632323
5000000, 59, 2.610977, 3.604863, 4.019560, 3.853764
5000000, 60, 2.621360, 3.795293, 3.935053, 4.469894
5000000, 61, 2.643610, 3.489613, 3.967156, 4.784037
5000000, 62, 2.640007, 3.870530, 3.916401, 4.285231
5000000, 63, 2.617922, 3.399564, 4.056311, 3.971916
5000000, 64, 2.632829, 3.580370, 4.089119, 4.194239
5000000, 65, 2.634453, 3.575480, 3.913236, 4.326097
5000000, 66, 2.561727, 3.737430, 4.053424, 4.539687
5000000, 67, 2.578632, 3.456169, 3.897638, 4.091671
5000000, 68, 2.614580, 4.079582, 3.883856, 4.221937
5000000, 69, 2.623000, 3.570953, 4.050245, 4.078705
5000000, 70, 2.634462, 3.589046, 4.287966, 4.206491
5000000, 71, 2.591127, 3.568807, 3.571194, 4.225092
5000000, 72, 2.613805, 3.503260, 3.938723, 4.195328
5000000, 73, 2.617847, 3.569471, 4.456184, 3.996741
5000000, 74, 2.599074, 3.616833, 4.294135, 4.120861
5000000, 75, 2.598944, 3.526743, 4.106413, 4.268943
5000000, 76, 2.651702, 3.910161, 4.029651, 4.163166
5000000, 77, 2.617485, 3.673861, 3.976623, 4.108280
5000000, 78, 2.642145, 3.777546, 3.989822, 4.502579
5000000, 79, 2.621615, 3.489126, 3.939785, 4.316489
5000000, 80, 2.634852, 3.578678, 3.969967, 4.239742
5000000, 81, 2.641295, 3.525019, 4.018270, 4.340575
5000000, 82, 2.618399, 3.581079, 3.932445, 4.327682
5000000, 83, 2.627037, 4.398059, 4.051684, 4.197325
5000000, 84, 2.615446, 3.743404, 4.432152, 5.281828
5000000, 85, 2.624474, 3.561539, 3.830631, 4.402440
5000000, 86, 2.635007, 4.358528, 3.967423, 4.294129
5000000, 87, 2.653679, 3.610708, 3.921722, 4.464122
5000000, 88, 2.600246, 3.450761, 4.143085, 4.175760
5000000, 89, 2.623459, 3.862399, 3.964483, 4.209289
5000000, 90, 2.630117, 4.112757, 3.939423, 5.176170
5000000, 91, 2.608372, 3.473561, 3.938984, 4.608074
